Tamakazura's residence,"Tamakazura's mansion as the widow of the late Chancellor (Higekuro), 'close to the Third Princess's villa on Sanjō' (Takekawa, Ch44, 'Bamboo River,' p.801), and the principal setting of that chapter (20 poems). After the Chancellor's death 'his bustling residence grew deserted and quiet' (Ch44, p.800); the household now revolves around Tamakazura's two marriageable daughters and their suitors, and the young Kaoru, whom she treats as a younger brother, visits often. Its loveliest scene comes in the third month, when 'the cherry trees were in full flower and clouds of scattering blossoms filled the air' (Ch44, p.807): the two sisters, seated at a Go board out near the veranda, wager the garden cherry tree 'that they had been arguing over ever since they were young girls' — 'Whoever wins two out of three matches may claim the tree' (Ch44, p.808) — while their attendants form rival cheering sides and a suitor watches, smitten, from the mist. Likely the same site as 'Higekuro's residence' (Ch31).",Tamakazura's residence,,,FALSE,null
The Akashi Lady's villa (foot of the hills),"The Akashi lady's separate dwelling, 'at the foot of the hills' on her father's Akashi estate, to which the Priest moved her for safety and where Genji courts her, in Akashi (Ch13, 'The Lady at Akashi'). Genji rides out to it by moonlight on the thirteenth of the eighth month, finding 'the villa at the foot of the hill was farther away than he thought' (Ch13, p.269). It is a place of exquisite, solitary melancholy: 'The villa of the Akashi lady, a stylish structure with many admirable touches, was set deep in a grove of trees. Whereas the residence near the shore that Genji was using was grand and attractive, the villa here was the kind of place where a person would lead a forlorn, solitary existence' (Ch13, p.269), 'the roots of the pine trees growing on the craggy rocks... a tasteful backdrop,' insects filling the garden, the meditation-hall bell 'mingling with the soughing of the pines' (Ch13, p.269). Here Genji and the Akashi lady begin their affair — their daughter, the future Empress, is conceived here — and the salt-fire and autumn-wave imagery colors their exchanges (Ch13, p.274). With 15 poems, it is the richest Akashi site. Cf. 'Akashi (the Akashi Lady's residence)' (Ch14).",The Akashi Lady's villa (foot of the hills),800,-4000,FALSE,historical
The Akashi villa (Genji's seaside residence),"The seaside villa on the Akashi Priest's estate that Genji occupies after the storm drives him from Suma, in Akashi (Ch13, 'The Lady at Akashi'). The Priest (a novitiate, the former Governor of Harima) had built along the shore 'a thatched-roof cottage near the shore that would intensify the pleasures of viewing the four seasons,' with 'a magnificent meditation hall standing beside a stream flowing down out of the hills' and 'a row of granaries' (Ch13, p.259); fearing tidal surges, he moved his daughter inland and gave Genji 'the villa near the sea' (Ch13, p.259). It far outshines the Suma villa: 'much brighter and more cheerful,' its elegance 'no different from that enjoyed at the most distinguished aristocratic houses in the capital' (Ch13, p.259). The setting defies painting — 'the elegance of the buildings, the indescribable appearance of the grove of trees... the rocks and plants in the gardens, the waters of the inlet' (Ch13, p.259). Distinct from the Akashi lady's hillside villa (see 'The Akashi Lady's villa'). Cf. 'Akashi (the Akashi Priest's seaside residence)' for its later appearances.",The Akashi villa (Genji's seaside residence),1200,-4200,FALSE,historical
The Chinese Scholar's Daughter's House,"The home of the learned scholar's daughter recalled by the Junior Secretary of the Ministry of Rites in the rainy-night discussion of Hahakigi (Ch2, 'Broom Cypress'). Erudite and 'almost mannish' in her writing, she once put him off with a comically pedantic excuse: 'These past few months I have been indisposed by a severe malady and prescribed a regimen of herbal tonic concocted mainly of garlic. This has rendered me extremely malodorous' (Ch2, p.35), and bade him return 'when this odor has dissipated.' The two poems (02HH08–09) are the resulting garlic-scented exchange (Ch2, p.36). A satirical anecdote-setting mocking the over-educated woman.",The Chinese Scholar's Daughter's House,-500,-1000,FALSE,projected
The Crown Prince's quarters at the palace,"The palace quarters of the Crown Prince (the future Emperor Reizei, secretly Genji's son), tended by the gentlewoman Ōmyōbu. In Suma (Ch12, 'The Coast at Suma'), on the point of exile and 'unable to visit you again before I leave,' Genji sends the boy a farewell letter and poem 'attached to a branch of cherry from which the petals had already dropped' (Ch12, p.234); the child-Prince maintains 'a serious countenance' as he reads it (Ch12). The site appears only here (2 poems); its poignancy lies in the correspondence, not in any description of the place.",The Crown Prince's quarters at the palace,-350,600,FALSE,historical
The Fujitsubo (the Second Princess's palace quarters),"The same wisteria courtyard (the Higyōsha) as Empress Fujitsubo's early residence, here the quarters of the reigning Emperor's Second Princess — whom the translator calls the 'Fujitsubo Princess' from her association with these chambers — whom Kaoru weds. In Yadorigi (Ch49, 'Trees Encoiled in Vines of Ivy'), on the day before she moves to Kaoru's Sanjō, 'His Majesty went over to his daughter's residence in the Fujitsubo to hold a banquet celebrating the wisteria blooms there,' the blinds of the south aisle raised and 'the imperial throne set up facing the courtyard' (Ch49, p.987). The wisteria-banquet verses (49YD20–23) are composed here; Kaoru 'descended into the courtyard to fetch a spray of wisteria blossoms to adorn His Majesty's cap' (Ch49, p.987) before intoning his own. Same physical chambers as 'Fujitsubo's palace residence (the Higyōsha).'",The Fujitsubo (the Second Princess's palace quarters),,,FALSE,null
The Gosechi dancer's barge (passing Suma),"The river-barge of the former Gosechi dancer (an old flame of Genji's), passing the Suma coast in Suma (Ch12, 'The Coast at Suma'). She 'contrived to get a note off to Genji' with a verse likening her feelings to 'the towrope on this barge' (Ch12, p.246); Genji replies, teasing whether she can 'simply drift past these shoals at Suma.' 'Having received such an elegant reply, the Gosechi dancer was thrilled... She felt as if she ought to disembark and stay behind at Suma' (Ch12, p.246). The two poems (12xx) are this passing shipboard exchange — a fleeting, poignant contact with the capital world Genji has left behind.",The Gosechi dancer's barge (passing Suma),1400,-2500,FALSE,fictional with evidence
The Hitachi villa,"The estate of the late Prince Hitachi, home to his daughter the Safflower Princess (Suetsumuhana), whom he 'raised with considerable care' but left 'in rather dire circumstances' after his death (Suetsumuhana, Ch6, 'The Safflower,' p.114). Genji, hearing of the lonely Princess from the go-between Taifu, resolves to 'sneak over to the Hitachi villa on an evening when the moon is obscured by mist' (Ch6, p.115). The residence is defined by its 'strange, mournful atmosphere' (Ch6, p.118) — a decaying aristocratic house where a timid, impoverished Princess lives among a dwindling household. It is here Genji hears her koto and, in the celebrated morning-after scene, at last glimpses her unfortunate long red nose. The same estate reappears, further ruined, in Yomogiu (Ch15) — see 'The Hitachi villa (Suetsumuhana's ruined estate).'",The Hitachi villa,-600,700,FALSE,fictional without evidence
The Hitachi villa (Suetsumuhana's ruined estate),"The same estate of the late Prince Hitachi (see 'The Hitachi villa,' Ch6), now fallen into spectacular ruin, in Yomogiu (Ch15, 'A Ruined Villa of Tangled Gardens') — one of the tale's great set-pieces of decay. After the Prince's death the villa 'became a haven for foxes and a place where owls could be heard day and night in the eerily deserted groves' (Ch15, p.300); its gardens grew so overgrown 'that the ground had disappeared beneath the wild profusion of satin-tail grass and mugwort, which had grown so tall that they seemed to be vying with each other to reach the eaves' (Ch15, p.301), the weeds choking the gates east and west. The great storm that struck Genji at Suma 'blew down sections of the galleries' (Ch15, p.301). Yet the loyal Safflower Princess refuses to give up 'the last vestiges of my father's estate' (Ch15, p.300), and it is here, pushing through the weeds after his return from exile, that Genji rediscovers and rescues her.",The Hitachi villa (Suetsumuhana's ruined estate),700,-600,FALSE,fictional without evidence
The Ichijō villa (the Second Princess's residence),"The residence of the Second Princess (Ochiba), Kashiwagi's widow, where she lives with her mother the Miyasudokoro — the setting of Yūgiri's slow, mist-shrouded courtship in Yūgiri (Ch39, 'Evening Mist') and a recurring locus from the Kashiwagi chapters (Ch35–38; 13 poems). Genji's son, 'a serious and learned gentleman,' visits under 'the pretense that his visits were motivated by his remembrance of the past and his promises to Kashiwagi,' his love growing 'as the days and months went by' (Ch39, p.716). When the mother sickens and retreats to a mountain villa in Ono, Yūgiri follows; after her death he installs the Second Princess back at this residence and presses the marriage. Note: the traditional place-name 'Ichijō' does not appear in Washburn's translation, which calls it simply the Second Princess's residence; the villa itself is given little physical description, the narrative's attention falling on the autumn Ono retreat and the emotional siege of the courtship.",The Ichijō villa (the Second Princess's residence),,,FALSE,null
The Ise Shrine,"The Ise Shrine, where the Rokujō lady has accompanied her daughter the High Priestess, and from which she corresponds with the exiled Genji at Suma in Suma (Ch12, 'The Coast at Suma'). The narrator marks the exchange of messengers: 'Genji had sent a messenger to the Ise Shrine with a letter for his Rokujō lady, and she had in turn... dispatched her own messenger to inquire after him,' her letter's 'words and... calligraphy... exceptionally refined' (Ch12, p.240). She laments that 'by remaining here among the deities at this Shinto shrine, I am being deeply sinful in the eyes of the Buddha' (Ch12, p.240) — the tension between Shinto service and Buddhist salvation. The four poems (12SM25–28) are their Ise–Suma exchange; Genji keeps the Priestess's young messenger on for several days, so touched is he. The shrine is present only through this correspondence; the text gives its religious situation, not its appearance.",The Ise Shrine,1200,5000,FALSE,historical
The Ise departure procession (passing Genji's Nijō villa),"The point on the Rokujō lady's departure route for Ise where her procession passes Genji's Nijō villa, in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). 'The party set off after dark, and when they turned at Nijō Avenue onto the boulevard of Tōin, they passed by Genji's villa. Feeling great pity, Genji attached a poem to a branch of sakaki and sent it to the lady' (Ch10, p.197). The single poem (10SK08) is his roadside farewell verse — notable for its delivery by messenger, tied to a sacred-evergreen branch, to a moving procession. A transient site defined by parting.",The Ise departure procession (passing Genji's Nijō villa),-50,1000,FALSE,fictional with evidence
The Kamo Festival (the viewing ground),"The festival-viewing grounds along Ichijō Avenue during the Kamo Festival, in Aoi (Ch9, 'Leaves of Wild Ginger'). For the new High Priestess's inaugural procession, 'the thoroughfare of Ichijō was crammed with carriages and bustling with people. Viewing platforms had been erected at various sites and decorated with great care' (Ch9, p.163). It is out of such festival viewing that the notorious carriage quarrel between Aoi and the Rokujō lady erupts (see 'The lustration procession'). Genji, invited to watch the parade from a stranger's well-placed carriage — 'an excellent place from which to view the festival parade' (Ch9, p.167) — trades flirtatious verses with its coquettish occupant. The three poems (09AO04–06) belong to this festival-day flirtation.",The Kamo Festival (the viewing ground),-600,1200,FALSE,historical
The Kamo Festival procession,"The Kamo Festival procession as viewed by Murasaki in Fuji no uraba (Ch33, 'Shoots of Wisteria Leaves'). Having attended the Miare Rites the night before, 'Murasaki prayed at the shrine at dawn, then stopped at a viewing stand on the way back to the Rokujō estate to watch the procession escorting the High Priestess to the Kamo River for the Purification Ritual' (Ch33, p.558). The other Rokujō ladies' carriages draw up in a line before her stand, and 'even from a distance onlookers knew very well it was Murasaki who was seated there' — a serene, splendid tableau that pointedly recalls, and reverses, the humiliating carriage quarrel of Ch9. The two poems (33xx) attach to this viewing.",The Kamo Festival procession,,,FALSE,null
The Kamo Shrine,"The Kamo Shrine, where Princess Asagao serves as High Priestess after her father Prince Shikibu's death, in Sakaki (Ch10, 'A Branch of Sacred Evergreen'). While on retreat at the nearby Urin'in, Genji, who has never abandoned his suit, sends her a letter: 'The Kamo Shrine was close enough to the Urin'in that a breeze might have been able to carry a message, so Genji sent a letter off to the Priestess there, Princess Asagao' (Ch10, p.207), by way of her attendant Chūjō. The two poems (10xx) are their guarded exchange across the sacred precinct — the shrine's ritual purity heightening the impropriety of his courtship. Cf. 'The Urin'in Temple.'",The Kamo Shrine,-750,1300,FALSE,historical
The Kiritsubo,"A residential courtyard in the imperial palace, named for its paulownia trees (kiri), and the chambers of Genji's mother, the Kiritsubo Intimate. Kiritsubo (Ch1, 'The Lady of the Paulownia-Courtyard Chambers') fixes its geography and its pathos: 'Her chambers at the palace were in the Kiritsubo—named for its courtyard, which was graced with paulownia trees,' set 'in the northeast corner of the palace, and thus separated from the Emperor's quarters in the Seiryōden' (Ch1, p.4), so that the Emperor's constant visits, which oblige him to pass the other ladies' chambers, provoke the jealousy that destroys her. After his mother's death Genji makes the Kiritsubo his own palace base — 'when Genji stayed at the palace, he took up residence in the Kiritsubo' (Ch1, p.19) — and it lodges him through the early chapters (31 poems, Ch2–8), the point from which many of his youthful love-poems issue. The text foregrounds its emotional charge over its architecture; its recurring image is the lonely paulownia courtyard the grieving Emperor cannot forget.",The Kiritsubo,-500,600,FALSE,historical
The Kokiden,"A major palace courtyard, residence of the Kokiden Consort — Genji's political enemy and mother of the Crown Prince. Its dramatic poetic moment comes in Hana no en (Ch8, 'A Banquet Celebrating Cherry Blossoms'): after the cherry banquet Genji, finding Fujitsubo's door barred, 'moved down the narrow passageway toward the Kokiden and found the third door open,' the chambers 'deserted' (Ch8, p.155), and overhears a young woman softly reciting 'Nothing compares to this spring evening of a misty moon' (Ch8, p.155). This is Oborozukiyo; the two pass the night and at dawn 'hastily exchanged fans as a token of their tryst' (Ch8, p.156) without her ever giving her name — one of the tale's most consequential chance encounters, launching the affair that helps send Genji into exile. Genji privately finds the Kokiden less stylish than Fujitsubo's off-limits quarters (Ch8).",The Kokiden,-200,0,FALSE,historical
The Kujō lodging (Tamakazura's residence in the capital),"The dreary lodging at Kujō where Tamakazura's party first shelters on reaching the capital after fleeing Kyūshū, in Tamakazura (Ch22, 'A Lovely Garland'). 'Calling on an old acquaintance who was living at Kujō, they were able to find lodging at his residence. Although the place was inside the city proper, it was not an area where the most upright, reliable folks lived, and with all the women peddlers and merchants plying their trade there, they found it dreary and not at all' welcoming (Ch22, p.412). The two poems (22xx) belong to this bleak, temporary refuge, from which the nurse resolves to seek divine help at Hatsuse. The lodging embodies the family's precarious, displaced state before Tamakazura is restored to the aristocratic world.",The Kujō lodging (Tamakazura's residence in the capital),1350,300,FALSE,historical
The Kōrōden,"A hall of the palace 'next to the Seiryōden' (Ch1, 'The Lady of the Paulownia-Courtyard Chambers,' p.5). In Kiritsubo the Emperor, pitying his ailing favorite the long walk from the distant Kiritsubo, 'ordered that she be installed in the chambers of the Kōrōden,' displacing 'the lady who had resided there from the very beginning,' who is left to 'nurse a deep resentment' (Ch1, p.5) — an early instance of the palace's geography of rank and grievance. The site appears only here (1 poem); the text gives its position and political meaning rather than its appearance.",The Kōrōden,0,-300,FALSE,historical
The Late Major Counselor's residence,"The capital home of the late Major Counselor — Murasaki's maternal grandfather — whose widow, now a nun, nurses the orphaned child here, in Wakamurasaki (Ch5, 'Little Purple Gromwell'). The Kitayama Bishop explains: 'his primary wife is my younger sister. After he died, she took religious vows and left her household to become a nun' (Ch5, p.90). After the grandmother returns from Kitayama and dies, the little girl is left here — close to Genji's Nijō villa — and Genji, before dawn, carries her off to Nijō (Ch5). The residence is scarcely described; it functions as the threshold from which Murasaki passes into Genji's keeping.",The Late Major Counselor's residence,800,1000,FALSE,fictional without evidence
The Minister of the Right's residence,"The Nijō mansion of the Minister of the Right, father of the Kokiden Consort and of Oborozukiyo — the stronghold of Genji's political adversaries. Newly 'renovated and decorated lavishly' for his granddaughters' coming-of-age, its 'ornate, gaudy style . . . reflected his personal taste, and everything had a modern, up-to-date air' (Hana no en, Ch8, 'A Banquet Celebrating Cherry Blossoms,' p.158). Its great scene is the archery-and-wisteria banquet just after the twentieth of the third month (Ch8, p.158), where Genji — reluctantly attending — re-encounters Oborozukiyo, deepening the perilous affair begun at the palace. The residence returns in Wakana (Ch34–35), where the widowed Oborozukiyo withdraws and eventually takes vows. Distinct from Tō no Chūjō's Nijō residence.",The Minister of the Right's residence,400,-600,FALSE,fictional without evidence
"The Minister's Uji estate (Yūgiri's, across the river)","Yūgiri's country estate on the far bank of the Uji River, opposite the Eighth Prince's villa: 'Genji's son, the Minister, had inherited from his father a handsome, expansive estate away from the capital on the far side of the Uji River' (Shiigamoto, Ch46, 'At the Foot of the Oak Tree,' p.847). When Niou breaks his Hatsuse pilgrimage to stop at Uji, the estate is 'prepared for the guests in a most delightful fashion,' with 'boards for Go, backgammon,' and an evening concert (Ch46, p.847). It stands in pointed contrast to the austere villa across the water: Kaoru and his companions 'punted across the river' to call on Hachinomiya, whose simple dwelling 'was very different from the residence across the river' (Ch46, p.848). A translator's note flags a source inconsistency — Genji's son, promoted to Minister of the Left in Ch44, is variously called 'the Minister of the Right' and simply 'the Minister' through the Uji chapters. Distinct from the humble Tachibana hideaway of Ch51 (see 'The house across the Uji River').","The Minister's Uji estate (Yūgiri's, across the river)",,,FALSE,null
The Ono villa (the mountain retreat near Mt. Hiei),"A temporary mountain villa at Ono, 'near the foot of Mount Hiei' (Yūgiri, Ch39, 'Evening Mist,' p.716), to which the Second Princess (Ochiba) and her mother the Miyasudokoro retreat when the mother, 'assailed by a malignant spirit,' seeks the healing rites of a master priest who had vowed never to leave the mountain (Ch39, p.716). The villa is modest but refined: 'The small fence of fine wattle that surrounded the Ono villa was elegantly constructed, and though the residence was only for temporary use, it had a polished feel to it,' with an earthwork fire-altar on the east, the Second Princess lodged on the west and her mother in the north aisle rooms (Ch39, p.717). Its setting yields one of the tale's loveliest evening landscapes: 'The sun was beginning to set, and a lovely mist poignantly veiled the sky... The sound of flowing water was cool and refreshing. The wind blowing down the mountains made one feel a sublime loneliness. The soughing of the wind echoed deeply through the pine forests' (Ch39, p.719), as a bell rings and monks chant sutras in relay. It is here that Yūgiri, having escorted the ailing pair to Ono, presses his long-restrained suit on the Second Princess; the evening mists veiling the wattle fence give both his poem and the chapter their name (Ch39, p.719). The mother, learning of his advances, dies of shock and grief soon after. Distinct from the nuns' residence at Ono of Ch53–54.",The Ono villa (the mountain retreat near Mt. Hiei),,,FALSE,null
The Palace,"A bare, generic reference to the imperial palace, carrying a single poem in Momiji no ga (Ch7, 'An Imperial Celebration of Autumn Foliage,' 07MM17). The label marks a scene set at court without the text specifying a particular hall or courtyard; nothing is said of the place itself. Cf. the many named palace halls and the qualified 'The palace (...)' scene-labels.",The Palace,-500,100,FALSE,null
The Reikeiden Consort's villa,"The quiet villa of the former Reikeiden Consort (one of Genji's late father's imperial consorts) and her younger sister Hanachirusato, the Lady of the Scattering Orange Blossoms, in Hanachirusato (Ch11, 'The Lady at the Villa of Scattering Orange Blossoms'). Genji visits on the twentieth of the fifth month, drawn by a cuckoo's cry, and finds it 'just the way he had imagined: quiet, nearly deserted, with no sign of any visitors' (Ch11, p.224). 'The lovely fragrance of a mandarin orange tree under the nearby eaves wafted in, reminding Genji and the Consort of people from their pasts' (Ch11, p.224), and a cuckoo calls in the dark garden — the orange blossoms and cuckoo that give the chapter its imagery. The villa is a haven of faded elegance and gentle constancy. Cf. 'The Reikeiden Consort's villa (Hanachirusato's quarters)' (Ch12).",The Reikeiden Consort's villa,300,1400,FALSE,fictional without evidence
The Reizei villa (Retired Emperor Reizei's residence),"The retirement residence of Retired Emperor Reizei (secretly Genji's son), where he lives with the Umetsubo Empress (Akikonomu) after abdicating 'of his own volition at the very height of a glorious reign' (Suzumushi, Ch38, 'Bell Crickets,' p.713). Its warmest scene is Genji's impromptu moonlit visit in that chapter: leaving the bell-cricket gathering at Rokujō, he leads an informal procession — flutes played 'casually' beneath a late-night sky — 'to the residence of the Retired Emperor' (Ch38, p.713), where 'many poems, both in Chinese and Japanese, were composed that evening' until dawn, Reizei 'surprised and utterly delighted by his arrival' and Genji 'deeply touched to see how peaceful he was in retirement' (Ch38). The villa recurs (Ch40, 44, 45) as the tranquil seat of Reizei's cultivated retirement. Distinct from 'The palace (Emperor Reizei's residence)' (Ch18), his quarters while reigning.",The Reizei villa (Retired Emperor Reizei's residence),,,FALSE,null
The Retired Emperor's tomb (hills north of the capital),"The grave of Genji's late father, the Retired Emperor, in the hills north of the capital, which Genji visits by night to take leave before his exile in Suma (Ch12, 'The Coast at Suma'). 'The path leading up to the grave was overgrown with grasses, and the dew further soaked Genji's robes, which were already damp with his tears'; 'clouds obscured the moon, and the dark shadows of the dense forest were oppressive and unsettling,' and as he prayed 'a vision of his father's face, looking as if he were alive, appeared clearly in front of him, sending an involuntary chill through his body' (Ch12, p.234). The single poem (12xx) is Genji's graveside address to his father's silent spirit — one of the tale's eeriest, most desolate settings.",The Retired Emperor's tomb (hills north of the capital),-800,-300,FALSE,fictional with evidence
The Rokujō estate (Genji's mansion),"Genji's great four-quarter mansion (the Rokujō-in) and the single most poetically productive site in the tale — about 148 poems across Ch21–49. Genji builds it in Otome (Ch21) on four adjoining parcels 'in the vicinity of Kyōgoku and Rokujō' on 'the eastern edge of the capital' (Ch21, p.401) — a sixteen-chō block on Sixth Avenue in the southeast of the city that absorbs the former villa of the late Rokujō lady, land the Umetsubo Empress (Akikonomu) had inherited from her mother (Ch21, p.401). It lies near Genji's original Nijō villa and, generations later, serves as the capital anchor of the Uji chapters.

Its defining conceit is that the four quadrants embody the four seasons, each assigned to one of Genji's ladies (Ch21, p.402): Genji and Murasaki hold the southeast (spring); the Umetsubo Empress the southwest (autumn), on 'the former residence of her mother'; Hanachirusato the northeast (summer); and the Akashi lady the northwest (winter). The narrator dwells on each garden — Murasaki's spring quarter 'notable for its tall hills' and planted with red plum, cherry, and wisteria (Ch21, p.402); Akikonomu's autumn quarter of foliage, diverted streams, and a waterfall giving 'the impression of a vista of distant autumn fields' (Ch21, p.402); Hanachirusato's shaded summer quarter, 'creating the effect of being in a mountain retreat' (Ch21, p.403); and the Akashi lady's winter quarter of pines that 'would make a lovely vista when covered with snow' (Ch21, p.403).

As a poetic site, Rokujō is above all the stage of the spring–autumn debate between Murasaki and Akikonomu. In late autumn Akikonomu sends Murasaki flowers and leaves arranged 'in the lid of a box,' borne by a page girl across the garden's arched bridges, with a poem needling that Murasaki's garden merely 'waits for the spring' (Ch21, pp.403–404). Murasaki answers with a miniature landscape — moss, stones, and a small five-needle pine — and a verse on the pine's 'unchanging green' (Ch21, p.404); Genji counsels her to withhold her real riposte until she is 'sheltered by the shade of spring blossoms' (Ch21, p.404). She delivers it in Kochō (Ch24): Genji floats dragon- and heron-prowed boats on the linked southeast–southwest ponds (Ch24, p.439) and sends page girls costumed as birds and butterflies to the autumn quarter with Murasaki's spring reply, whereupon Akikonomu, hearing the dawn music, concedes 'that she had lost the contest between spring and autumn' (Ch24, p.441).

Beyond this signature exchange, the estate generates verse through most of Genji's middle chapters — Tamakazura's suitors and the firefly and picture episodes, the New Year 'first song of spring' (Hatsune, Ch23), and repeated grand musical gatherings across the quadrants — making it, at 148 poems, the densest poetic location in the work. After Genji's death Yūgiri maintains it; it returns in the Uji sequence as the site of Niou's wedding to Roku no Kimi (Yadorigi, Ch49) and of the Akashi Empress's withdrawal (Kagerō, Ch52).",The Rokujō estate (Genji's mansion),1200,300,FALSE,fictional with evidence
The Rokujō estate (the First Princess's quarters),"The quarters of the First Princess (the Akashi Empress's eldest daughter) and her gentlewomen's salon within the Rokujō estate, prominent only in Kagerō (Ch52, 'The Mayfly'), where the Empress withdraws and holds the Rite of the Eight Lectures 'just when the lotus blossoms were at their peak' (Ch52, p.1105). It is the scene of Kaoru's fateful glimpse of the First Princess: peering through a gap between sliding panels on a sweltering day, he sees her women cracking 'a block of ice' while the Princess, 'in a single white robe of sheer gauze and … holding a piece of ice in her hand,' smiles at their fuss, her hair swept back to reveal features 'beautiful beyond description' (Ch52, p.1106). The salon is also where Kaoru trades the bantering 'maidenflower' verses with the ladies-in-waiting Kosaishō, Chūjō no Omoto, and Ben no Omoto, and where he murmurs the chapter's closing mayfly soliloquy. Part of the larger Rokujō estate (cf. 'The Rokujō estate (Genji's mansion)').",The Rokujō estate (the First Princess's quarters),,,FALSE,null
The Sanjō residence (Princess Ōmiya's),"The same Sanjō mansion in its next generation, home to Princess Ōmiya (Aoi's mother, widow of the Minister of the Left) and the setting where her grandchildren Yūgiri and Kumoinokari grow up and fall in love. In Otome (Ch21, 'Maidens of the Dance') the residence hosts an intimate autumn music evening: Tō no Chūjō visits his mother and has Kumoinokari play the koto, and 'as if enticed by the music, leaves from the treetops in the garden fluttered down until none remained' (Ch21, p.382) — the evening on which the childhood romance of Yūgiri and Kumoinokari is exposed and the lovers are separated. The site recurs across the middle chapters (Ch29, 33, 37, 39, 44) as Ōmiya's and later Yūgiri and Kumoinokari's family home. The same Sanjō site as 'The Minister of the Left's residence (Sanjō)' (Ch9) a generation earlier.",The Sanjō estate (Princess Ōmiya's residence),450,-200,FALSE,fictional without evidence
The Secret Love's residence,"The dwelling of a woman Genji had been secretly visiting, near Rokujō and Kyōgoku, in Wakamurasaki (Ch5, 'Little Purple Gromwell'). Setting out on 'a gorgeous moonlit evening' that turns stormy, 'a chill evening rain' falling, he finds her place 'a little too distant,' and on the way passes 'a weather-beaten house standing in the gloomy shade of an ancient grove of trees' (Ch5, p.101). The two poems (05xx) belong to this brief, rain-dampened secret visit. A minor, lightly-sketched episode; the text lingers on the weather and mood rather than the residence.",The Secret Love's residence,100,950,FALSE,fictional with evidence
The Seiryōden,"The Emperor's residential hall (the same site as 'Seiryōden,' Ch1). Its most poetically consequential moment falls in Yadorigi (Ch49, 'Trees Encoiled in Vines of Ivy'), when the reigning Emperor resolves to give Kaoru his Second Princess: 'The chrysanthemums in the garden in front of the Seiryōden were now in full bloom and gorgeously tinted by autumn frosts' (Ch49, p.938) as he plays Go with his daughter and then, over a misty-rain afternoon, challenges Kaoru to a match with the Princess herself as the wager. The chrysanthemum go-wager verses (49YD01/02) are composed here; the hall thus frames the marriage that draws Kaoru back into court life.",The Seiryōden,0,0,FALSE,historical
The Shishinden (the cherry-blossom banquet),"The Shishinden (the Hall of State), the palace's principal ceremonial hall and the setting of Hana no en (Ch8, 'A Banquet Celebrating Cherry Blossoms'): 'the Emperor sponsored a banquet to celebrate the viewing of the cherry blossoms in the courtyard on the south side of the Shishinden,' with screens set for 'his newly installed Empress, Fujitsubo, who sat to his right, and for the Crown Prince, who sat on his left' (Ch8, p.153). Genji dances and composes a Chinese poem so admired that the lector can barely read it for the crowd's interruptions and praise (Ch8, p.153). The banquet is the chapter's hinge: leaving it, Genji drifts toward the Kokiden and his fateful first meeting with Oborozukiyo.",The Shishinden,0,600,FALSE,historical
The Suzaku Palace (Retired Emperor Suzaku's residence),"Retired Emperor Suzaku's residence after his abdication. Its most consequential appearance is in Wakana (Ch34, 'Early Herbs'), where Suzaku — preparing to retreat to his new mountain temple 'in the hills west of the capital' — plans the Third Princess's coming-of-age ceremony, 'when she would don her first train,' and frets over her future: 'After I abandon this worldly life and retreat into the mountains, she'll be left behind' (Ch34, p.566). Here he resolves to entrust the Third Princess to Genji, setting the tale's late tragedy in motion. The text dwells on Suzaku's paternal anxiety rather than on the building. Same site as 'The Retired Emperor's palace (Suzaku's residence)' (Ch17); distinct from Suzaku's mountain temple, his religious retreat.",The Suzaku Palace (Retired Emperor Suzaku's residence),-800,100,FALSE,fictional without evidence
